monitoring_id,species_name,tree_planting_date,date_monitoring,total_tree,avg_tree_height,carbon_reduce,total_carbon_reduce,tree_planting_system
SS-3-G122,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,43,0.91,0.0219775322414971,0.945033886384375,Ajir
SS-3-G123,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,40,1.255,0.0495647396842796,1.98258958737118,Ajir
SS-3-G124,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,20,0.94,0.0238571012040181,0.477142024080363,Ajir
SS-3-G125,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,19,0.62,0.00832444288112943,0.158164414741459,Ajir
SS-3-G126,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,56,0.28,0.00111407395814733,0.0623881416562502,Ajir
SS-3-G127,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,41,0.35,0.00195927932410814,0.0803304522884336,Ajir
SS-3-G128,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,41,0.57,0.00672926433170171,0.27589983759977,Ajir
SS-3-G129,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,40,0.58,0.00703197028688834,0.281278811475533,Ajir
SS-3-G130,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,59,0.57,0.00672926433170171,0.397026595570401,Ajir
SS-3-G131,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,41,0.46,0.00391184391127164,0.160385600362137,Ajir
SS-3-G132,Bruguiera gymnorrhiza,2023-12-22,2024-04-29,7,0.5,0.00483056927003685,0.033813984890258,Ajir
SS-3-G133,Kandelia candel,2023-12-22,2024-04-30,45,0.58,0.00703197028688834,0.316438662909975,Ajir
SS-3-G134,Kandelia candel,2023-12-22,2024-04-30,43,0.54,0.00586895008148482,0.252364853503847,Ajir
SS-3-G135,Kandelia candel,2023-12-22,2024-04-30,28,0.66,0.00975102702738461,0.273028756766769,Ajir
SS-3-G136,Kandelia candel,2023-12-22,2024-04-30,56,0.73,0.0125837777512435,0.704691554069639,Ajir
SS-3-G137,Kandelia candel,2023-12-22,2024-04-30,70,0.87,0.0196149819309063,1.37304873516344,Ajir
SS-3-G138,Kandelia candel,2023-12-22,2024-04-30,64,0.95,0.0245044480473945,1.56828467503325,Ajir
SS-3-G139,Kandelia candel,2023-12-22,2024-04-30,41,0.91,0.0219775322414971,0.90107882190138,Ajir
SS-3-G140,Kandelia candel,2023-12-22,2024-04-30,26,0.99,0.0271995203544246,0.707187529215038,Ajir
SS-3-G141,Kandelia candel,2023-12-22,2024-04-30,52,0.815,0.0166277295995167,0.864641939174869,Ajir
SS-3-G142,Kandelia candel,2023-12-22,2024-04-30,51,0.74,0.0130244818294979,0.664248573304393,Ajir
SS-3-G143,Kandelia candel,2023-12-22,2024-04-30,66,0.755,0.0137028211994686,0.904386199164931,Ajir
SS-3-G144,Kandelia candel,2023-12-22,2024-04-30,38,0.53,0.00559786155461296,0.212718739075292,Ajir
SS-3-G145,Kandelia candel,2023-12-22,2024-04-30,74,0.65,0.00938155859860921,0.694235336297082,Ajir
SS-3-G146,Kandelia candel,2023-12-22,2024-04-30,65,0.56,0.00643457565656092,0.41824741767646,Ajir
SS-3-G147,Kandelia candel,2023-12-22,2024-04-30,32,0.52,0.00533448701925197,0.170703584616063,Ajir
SS-3-G148,Kandelia candel,2023-12-22,2024-04-30,35,1.02,0.0293334157623615,1.02666955168265,Ajir
SS-3-G149,Kandelia candel,2023-12-22,2024-04-30,66,0.78,0.0148800211355249,0.982081394944644,Ajir
SS-3-G150,Kandelia candel,2023-12-22,2024-04-30,69,0.72,0.012152214291407,0.83850278610708,Ajir
SS-3-G151,Kandelia candel,2023-12-22,2024-04-30,10,1.03,0.0300664658249494,0.300664658249494,Ajir
SS-3-G152,Rhizopora apiculata,2023-12-22,2024-04-30,59,0.57,0.00672926433170171,0.397026595570401,Ajir
SS-3-G153,Rhizopora apiculata,2023-12-22,2024-04-30,52,0.61,0.00798893128799317,0.415424426975645,Ajir
SS-3-G154,Rhizopora apiculata,2023-12-22,2024-04-30,48,0.84,0.0179486090081791,0.861533232392598,Ajir
SS-3-G155,Rhizopora apiculata,2023-12-22,2024-04-30,49,0.58,0.00703197028688834,0.344566544057529,Ajir
SS-3-G156,Kandelia candel,2023-12-22,2024-04-30,27,0.7,0.0113162424730533,0.305538546772439,Ajir
SS-3-G157,Rhizopora apiculata,2023-12-22,2024-04-30,62,0.645,0.00920005198420244,0.570403223020551,Ajir
SS-3-G158,Kandelia candel,2023-12-22,2024-04-30,77,0.72,0.012152214291407,0.935720500438335,Ajir
SS-3-G159,Kandelia candel,2023-12-22,2024-04-30,79,0.47,0.00413058709492076,0.32631638049874,Ajir
SS-3-G160,Rhizopora apiculata,2023-12-22,2024-04-30,48,0.63,0.00866833712565285,0.416080182031337,Ajir
SS-3-G161,Rhizopora apiculata,2023-12-22,2024-04-30,49,0.58,0.00703197028688834,0.344566544057529,Ajir
SS-3-G162,Rhizopora apiculata,2023-12-22,2024-04-30,51,0.66,0.00975102702738461,0.497302378396615,Ajir
SS-3-G163,Rhizopora apiculata,2023-12-22,2024-04-30,55,0.82,0.0168870290238133,0.928786596309733,Ajir
SS-3-G164,Rhizopora apiculata,2023-12-22,2024-04-30,60,0.77,0.0144020972100921,0.864125832605526,Ajir
SS-3-G165,Kandelia candel,2023-12-22,2024-04-30,47,0.7,0.0113162424730533,0.531863396233505,Ajir
SS-3-G166,Rhizopora apiculata,2023-12-22,2024-04-30,59,0.93,0.0232202057228073,1.36999213764563,Ajir
SS-3-G167,Kandelia candel,2023-12-22,2024-04-30,66,0.65,0.00938155859860921,0.619182867508208,Ajir
SS-3-G168,Rhizopora apiculata,2023-12-22,2024-04-30,73,0.695,0.0111128578442792,0.811238622632384,Ajir
SS-3-G169,Rhizopora apiculata,2023-12-22,2024-04-30,49,0.475,0.0042426678751598,0.20789072588283,Ajir
SS-3-G170,Rhizopora apiculata,2023-12-22,2024-04-30,33,0.69,0.0109116996383204,0.360086088064572,Ajir
SS-3-G171,Rhizopora apiculata,2023-12-22,2024-04-30,69,0.6,0.0076617304128358,0.52865939848567,Ajir
SS-3-G172,Rhizopora apiculata,2023-12-22,2024-04-30,56,0.635,0.00884345007246649,0.495233204058124,Ajir
SS-3-G173,Rhizopora apiculata,2023-12-22,2024-04-30,59,0.45,0.00370025678057076,0.218315150053675,Ajir
SS-3-G174,Rhizopora apiculata,2023-12-22,2024-04-30,64,0.63,0.00866833712565285,0.554773576041783,Ajir
SS-3-G175,Rhizopora apiculata,2023-12-22,2024-04-30,58,0.975,0.0261689249083683,1.51779764468536,Ajir
SS-3-G176,Rhizopora apiculata,2023-12-22,2024-04-30,59,0.76,0.0139335760309741,0.822080985827473,Ajir
SS-3-G177,Rhizopora apiculata,2023-12-22,2024-04-30,32,0.6,0.0076617304128358,0.245175373210746,Ajir
SS-3-G1,Rhizophora mucronata,2024-03-20,2024-04-27,17,0.61,0.00798893128799317,0.135811831895884,Ajir
SS-3-G2,Rhizophora mucronata,2024-03-20,2024-04-27,51,0.635,0.00884345007246649,0.451015953695791,Ajir
SS-3-G3,Rhizophora mucronata,2024-03-20,2024-04-27,65,0.7,0.0113162424730533,0.735555760748464,Ajir
SS-3-G4,Rhizophora mucronata,2024-03-20,2024-04-27,97,0.795,0.0156146782147505,1.5146237868308,Ajir
SS-3-G5,Rhizophora mucronata,2024-03-20,2024-04-27,78,0.6,0.0076617304128358,0.597614972201193,Waring
SS-3-G6,Rhizophora mucronata,2024-03-20,2024-04-27,82,0.43,0.00329821829143793,0.27045389989791,Waring
SS-3-G7,Rhizophora mucronata,2024-03-20,2024-04-27,63,0.47,0.00413058709492076,0.260226986980008,Waring
SS-3-G8,Rhizophora mucronata,2024-03-20,2024-04-27,44,0.45,0.00370025678057076,0.162811298345113,Waring
SS-3-G9,Rhizophora mucronata,2024-03-20,2024-04-27,34,0.62,0.00832444288112943,0.2830310579584,Waring
SS-3-G10,Rhizophora mucronata,2024-03-20,2024-04-27,22,0.66,0.00975102702738461,0.214522594602461,Waring
SS-3-G11,Rhizophora mucronata,2024-03-20,2024-04-27,17,0.59,0.00734276776579967,0.124827052018594,Waring
SS-3-G12,Rhizophora mucronata,2024-03-20,2024-04-27,33,0.63,0.00866833712565285,0.286055125146544,Waring
SS-3-G13,Rhizophora mucronata,2024-03-20,2024-04-27,71,0.48,0.00435656836789781,0.309316354120745,Waring
SS-3-G14,Rhizophora mucronata,2024-03-20,2024-04-27,81,0.59,0.00734276776579967,0.594764189029773,Waring
SS-3-G15,Rhizophora mucronata,2024-03-20,2024-04-27,103,0.61,0.00798893128799317,0.822859922663296,Waring
SS-3-G16,Rhizophora mucronata,2024-03-20,2024-04-27,69,0.56,0.00643457565656092,0.443985720302704,Waring
SS-3-G17,Rhizophora mucronata,2024-03-20,2024-04-27,81,0.61,0.00798893128799317,0.647103434327447,Waring
SS-3-G18,Rhizophora mucronata,2024-03-20,2024-04-27,127,0.69,0.0109116996383204,1.38578585406669,Waring
SS-3-G19,Rhizophora mucronata,2024-03-20,2024-04-27,98,0.565,0.00658092249818468,0.644930404822099,Waring
SS-3-G20,Rhizophora mucronata,2024-03-20,2024-04-27,34,0.69,0.0109116996383204,0.370997787702892,Waring
SS-3-G21,Rhizophora mucronata,2024-03-20,2024-04-27,7,0.39,0.00257630727006328,0.0180341508904429,Waring
SS-3-G22,Rhizophora mucronata,2024-03-20,2024-04-27,18,0.53,0.00559786155461296,0.100761507983033,Waring
SS-3-G23,Rhizophora mucronata,2024-03-20,2024-04-27,47,0.52,0.00533448701925197,0.250720889904843,Waring
SS-3-G24,Rhizophora mucronata,2024-03-20,2024-04-27,103,0.58,0.00703197028688834,0.724292939549499,Waring
SS-3-G25,Rhizophora mucronata,2024-03-20,2024-04-27,104,0.52,0.00533448701925197,0.554786650002205,Waring
SS-3-G26,Rhizophora mucronata,2024-03-20,2024-04-27,68,0.58,0.00703197028688834,0.478173979508407,Waring
SS-3-G27,Rhizophora mucronata,2024-03-20,2024-04-27,51,0.65,0.00938155859860921,0.47845948852907,Waring
SS-3-G28,Rhizophora mucronata,2024-03-20,2024-04-27,43,0.78,0.0148800211355249,0.639840908827571,Waring
SS-3-G29,Rhizophora mucronata,2024-03-20,2024-04-27,27,0.58,0.00703197028688834,0.189863197745985,Waring
SS-3-G30,Rhizophora mucronata,2024-03-20,2024-04-27,32,0.77,0.0144020972100921,0.460867110722947,Waring
SS-3-G31,Rhizophora mucronata,2024-03-20,2024-04-27,29,0.62,0.00832444288112943,0.241408843552753,Waring
SS-3-G32,Rhizophora mucronata,2024-03-20,2024-04-27,38,0.53,0.00559786155461296,0.212718739075292,Waring
SS-3-G33,Rhizophora mucronata,2024-03-20,2024-04-27,57,0.4,0.00274673006577278,0.156563613749048,Waring
SS-3-G34,Rhizophora mucronata,2024-03-20,2024-04-27,69,0.34,0.00182073132182351,0.125630461205822,Waring
SS-3-G35,Rhizophora mucronata,2024-03-20,2024-04-27,69,0.52,0.00533448701925197,0.368079604328386,Waring
SS-3-G36,Rhizophora mucronata,2024-03-20,2024-04-27,45,0.73,0.0125837777512435,0.56626999880596,Waring
SS-3-G37,Rhizophora mucronata,2024-03-20,2024-04-27,67,0.41,0.00292379797364348,0.195894464234113,Waring
SS-3-G38,Rhizophora mucronata,2024-03-20,2024-04-27,70,0.49,0.00458986895014105,0.321290826509873,Waring
SS-3-G39,Rhizophora mucronata,2024-03-20,2024-04-27,76,0.7,0.0113162424730533,0.86003442795205,Waring
SS-3-G40,Rhizophora mucronata,2024-03-20,2024-04-27,66,0.47,0.00413058709492076,0.27261874826477,Waring
SS-3-G41,Rhizophora mucronata,2024-03-20,2024-04-27,74,0.66,0.00975102702738461,0.721576000026461,Waring
SS-3-G42,Rhizophora mucronata,2024-03-20,2024-04-27,87,0.6,0.0076617304128358,0.666570545916715,Waring
SS-3-G43,Rhizophora mucronata,2024-03-20,2024-04-27,81,0.67,0.010129160532065,0.820462003097261,Waring
SS-3-G44,Rhizophora mucronata,2024-03-20,2024-04-27,8,0.56,0.00643457565656092,0.0514766052524874,Waring
SS-3-G45,Rhizophora mucronata,2024-03-20,2024-04-27,39,0.47,0.00413058709492076,0.16109289670191,Bambu Trap
SS-3-G46,Rhizophora mucronata,2024-03-20,2024-04-27,72,0.62,0.00832444288112943,0.599359887441319,Bambu Trap
SS-3-G47,Rhizophora mucronata,2024-03-20,2024-04-27,108,0.63,0.00866833712565285,0.936180409570508,Bambu Trap
SS-3-G48,Rhizophora mucronata,2024-03-21,2024-04-27,48,0.46,0.00391184391127164,0.187768507741039,Bambu Trap
SS-3-G49,Rhizophora mucronata,2024-03-21,2024-04-27,18,0.42,0.00310759853458124,0.0559367736224624,Bambu Trap
SS-3-G50,Rhizophora mucronata,2024-03-21,2024-04-27,32,0.44,0.00349574282376336,0.111863770360428,Bambu Trap
SS-3-G51,Rhizophora mucronata,2024-03-21,2024-04-27,31,0.64,0.00902068541166824,0.279641247761716,Bambu Trap
SS-3-G52,Rhizophora mucronata,2024-03-21,2024-04-27,57,0.42,0.00310759853458124,0.177133116471131,Bambu Trap
SS-3-G53,Rhizophora mucronata,2024-03-21,2024-04-27,26,0.6,0.0076617304128358,0.199204990733731,Bambu Trap
SS-3-G54,Rhizophora mucronata,2024-03-21,2024-04-27,33,0.65,0.00938155859860921,0.309591433754104,Bambu Trap
SS-3-G55,Rhizophora mucronata,2024-03-21,2024-04-27,76,0.6,0.0076617304128358,0.582291511375521,Bambu Trap
SS-3-G56,Rhizophora mucronata,2024-03-21,2024-04-27,34,0.7,0.0113162424730533,0.384752244083812,Bambu Trap
SS-3-G57,Rhizophora mucronata,2024-03-21,2024-04-27,50,0.75,0.0134743926783132,0.673719633915659,Bambu Trap
SS-3-G58,Rhizophora mucronata,2024-03-21,2024-04-27,70,0.55,0.00614782940298586,0.43034805820901,Bambu Trap
SS-3-G59,Rhizophora mucronata,2024-03-21,2024-04-27,38,0.44,0.00349574282376336,0.132838227303008,Bambu Trap
SS-3-G60,Rhizophora mucronata,2024-03-21,2024-04-27,70,0.53,0.00559786155461296,0.391850308822907,Bambu Trap
SS-3-G61,Rhizophora mucronata,2024-03-21,2024-04-27,62,0.52,0.00533448701925197,0.330738195193622,Bambu Trap
SS-3-G62,Rhizophora mucronata,2024-03-21,2024-04-27,35,0.53,0.00559786155461296,0.195925154411454,Waring
SS-3-G63,Rhizophora mucronata,2024-03-21,2024-04-27,38,0.56,0.00643457565656092,0.244513874949315,Waring
SS-3-G64,Rhizophora mucronata,2024-03-21,2024-04-27,54,0.415,0.0030148512405762,0.162801966991115,Waring
SS-3-G65,Rhizophora mucronata,2024-03-21,2024-04-27,29,0.76,0.0139335760309741,0.40407370489825,Waring
SS-3-G66,Rhizophora mucronata,2024-03-21,2024-04-27,77,0.565,0.00658092249818468,0.506731032360221,Waring
SS-3-G67,Rhizophora mucronata,2024-03-21,2024-04-27,55,0.64,0.00902068541166824,0.496137697641754,Waring
SS-3-G68,Rhizophora mucronata,2024-03-21,2024-04-27,71,0.62,0.00832444288112943,0.591035444560189,Waring
SS-3-G69,Rhizophora mucronata,2024-03-21,2024-04-27,83,0.66,0.00975102702738461,0.809335243272923,Waring
SS-3-G70,Rhizophora mucronata,2024-03-21,2024-04-27,76,0.56,0.00643457565656092,0.48902774989863,Waring
SS-3-G71,Rhizophora mucronata,2024-03-21,2024-04-27,89,0.61,0.00798893128799317,0.711014884631392,Waring
SS-3-G72,Rhizophora mucronata,2024-03-21,2024-04-27,88,0.61,0.00798893128799317,0.703025953343399,Waring
SS-3-G73,Rhizophora mucronata,2024-03-21,2024-04-27,83,0.75,0.0134743926783132,1.11837459229999,Waring
SS-3-G74,Rhizophora mucronata,2024-03-21,2024-04-27,18,0.6,0.0076617304128358,0.137911147431044,Waring
SS-3-G75,Rhizophora mucronata,2024-03-21,2024-04-27,91,0.5,0.00483056927003685,0.439581803573353,Waring
SS-3-G76,Rhizophora mucronata,2024-03-30,2024-04-27,85,0.25,0.000836358404036715,0.0710904643431208,Waring
SS-3-G77,Rhizophora mucronata,2024-03-30,2024-04-27,85,0.72,0.012152214291407,1.03293821476959,Waring
SS-3-G78,Rhizophora mucronata,2024-03-30,2024-04-27,52,0.45,0.00370025678057076,0.192413352589679,Waring
SS-3-G79,Rhizophora mucronata,2024-03-30,2024-04-27,102,0.42,0.00310759853458124,0.316975050527287,Waring
SS-3-G80,Rhizophora mucronata,2024-03-30,2024-04-27,36,0.63,0.00866833712565285,0.312060136523503,Waring
SS-3-G81,Rhizophora mucronata,2024-03-30,2024-04-27,64,0.52,0.00533448701925197,0.341407169232126,Waring
SS-3-G82,Rhizophora mucronata,2024-03-30,2024-04-27,101,0.79,0.0153674123320432,1.55210864553636,Waring
SS-3-G83,Rhizophora mucronata,2024-03-30,2024-04-27,31,0.7,0.0113162424730533,0.350803516664652,Waring
SS-3-G84,Rhizophora mucronata,2024-03-30,2024-04-27,53,0.545,0.00600741111892625,0.318392789303091,Waring
SS-3-G85,Rhizophora mucronata,2024-03-30,2024-04-27,98,0.55,0.00614782940298586,0.602487281492614,Waring
SS-3-G86,Rhizophora mucronata,2024-03-30,2024-04-27,114,0.73,0.0125837777512435,1.43455066364176,Waring
SS-3-G87,Rhizophora mucronata,2024-03-30,2024-04-27,21,0.475,0.0042426678751598,0.0890960253783559,Waring
SS-3-G88,Rhizophora mucronata,2024-03-30,2024-04-27,42,0.42,0.00310759853458124,0.130519138452412,Waring
SS-3-G89,Rhizophora mucronata,2024-03-30,2024-04-27,95,0.51,0.00507874898806015,0.482481153865714,Waring
SS-3-G90,Rhizophora mucronata,2024-03-30,2024-04-27,34,0.81,0.0163708527062984,0.556608992014145,Waring
SS-3-G91,Rhizophora mucronata,2024-03-30,2024-04-27,27,0.77,0.0144020972100921,0.388856624672487,Waring
SS-3-G92,Rhizophora mucronata,2024-03-30,2024-04-27,38,0.96,0.0251623050347898,0.956167591322011,Waring
SS-3-G93,Rhizophora mucronata,2024-04-06,2024-04-27,18,0.69,0.0109116996383204,0.196410593489767,Waring
SS-3-G93,Rhizophora mucronata,2024-04-06,2024-04-27,35,1.04,0.0308104862009348,1.07836701703272,Waring
SS-3-G95,Rhizophora mucronata,2024-04-06,2024-04-27,25,0.72,0.012152214291407,0.303805357285174,Waring
SS-3-G96,Rhizophora mucronata,2024-04-06,2024-04-27,26,0.63,0.00866833712565285,0.225376765266974,Bambu
SS-3-G97,Rhizophora mucronata,2024-04-06,2024-04-27,13,0.91,0.0219775322414971,0.285707919139462,Bambu
SS-3-G98,Rhizophora mucronata,2024-04-06,2024-04-27,16,0.67,0.010129160532065,0.162066568513039,Bambu
SS-3-G99,Rhizophora mucronata,2024-04-06,2024-04-27,9,0.82,0.0168870290238133,0.15198326121432,Bambu
SS-3-G100,Rhizophora mucronata,2024-04-06,2024-04-27,23,0.95,0.0245044480473945,0.563602305090074,Bambu
SS-3-G101,Rhizophora mucronata,2024-04-06,2024-04-27,14,0.74,0.0130244818294979,0.182342745612971,Bambu
SS-3-G102,Rhizophora mucronata,2024-04-06,2024-04-27,17,0.71,0.0117297248705236,0.199405322798901,Bambu
SS-3-G103,Rhizophora mucronata,2024-04-06,2024-04-27,20,0.825,0.0171487588448305,0.342975176896611,Bambu
SS-3-G104,Rhizophora mucronata,2024-04-06,2024-04-27,15,0.89,0.0207759513704905,0.311639270557358,Bambu
SS-3-G105,Rhizophora mucronata,2024-04-06,2024-04-27,14,0.82,0.0168870290238133,0.236418406333387,Bambu
SS-3-G106,Rhizophora mucronata,2024-04-06,2024-04-27,22,0.8,0.015864334936755,0.349015368608609,Bambu
SS-3-G107,Rhizophora mucronata,2024-04-06,2024-04-27,17,0.92,0.0225937025272482,0.384092942963219,Bambu
SS-3-G108,Rhizophora mucronata,2024-04-06,2024-04-27,16,0.91,0.0219775322414971,0.351640515863953,Bambu
SS-3-G109,Rhizophora mucronata,2024-04-06,2024-04-27,50,0.78,0.0148800211355249,0.744001056776245,Bambu
SS-3-G110,Rhizophora mucronata,2024-04-06,2024-04-27,12,0.57,0.00672926433170171,0.0807511719804205,Bambu
SS-3-G111,Rhizophora mucronata,2024-04-06,2024-04-27,24,0.77,0.0144020972100921,0.345650333042211,Bambu
SS-3-G112,Rhizophora mucronata,2024-04-06,2024-04-27,74,0.76,0.0139335760309741,1.03108462629209,Bambu
SS-3-G113,Rhizophora mucronata,2024-04-06,2024-04-27,66,0.72,0.012152214291407,0.802046143232859,Bambu
SS-3-G114,Rhizophora mucronata,2024-04-06,2024-04-27,46,0.65,0.00938155859860921,0.431551695536024,Bambu
SS-3-G115,Rhizophora mucronata,2024-04-06,2024-04-27,54,0.65,0.00938155859860921,0.506604164324898,Bambu
SS-3-G116,Rhizophora mucronata,2024-04-06,2024-04-27,55,0.72,0.012152214291407,0.668371786027382,Bambu
SS-3-G117,Rhizophora mucronata,2024-04-06,2024-04-27,52,0.66,0.00975102702738461,0.507053405424,Bambu
SS-3-G118,Rhizophora mucronata,2024-04-06,2024-04-27,50,0.85,0.0184941376336462,0.924706881682309,Bambu
SS-3-G119,Rhizophora mucronata,2024-04-06,2024-04-27,46,1.03,0.0300664658249494,1.38305742794767,Bambu
SS-3-G120,Rhizophora mucronata,2024-04-06,2024-04-27,73,1.07,0.0331089311571503,2.41695197447198,Bambu
SS-3-G121,Rhizophora mucronata,2024-04-06,2024-04-27,76,1.12,0.0371642866052266,2.82448578199722,Bambu
SS-3-G122,Rhizophora mucronata,2024-04-06,2024-04-27,50,1.18,0.0424097470119185,2.12048735059593,Bambu
SS-3-G123,Rhizophora mucronata,2024-04-06,2024-04-27,56,0.6,0.0076617304128358,0.429056903118805,Bambu
SS-3-G124,Rhizophora mucronata,2024-04-06,2024-04-27,73,0.695,0.0111128578442792,0.811238622632384,Bambu
SS-3-G125,Rhizophora mucronata,2024-04-06,2024-04-27,91,0.74,0.0130244818294979,1.18522784648431,Bambu
SS-3-G126,Rhizophora mucronata,2024-04-06,2024-04-27,63,0.87,0.0196149819309063,1.2357438616471,Bambu
SS-3-G127,Rhizophora mucronata,2024-04-06,2024-04-27,96,0.7,0.0113162424730533,1.08635927741312,Bambu
SS-3-G128,Rhizophora mucronata,2024-04-06,2024-04-27,79,0.7,0.0113162424730533,0.89398315537121,Bambu
SS-3-G129,Rhizophora mucronata,2024-04-06,2024-04-27,72,0.82,0.0168870290238133,1.21586608971456,Bambu
SS-3-G130,Rhizophora mucronata,2024-04-06,2024-04-27,59,0.85,0.0184941376336462,1.09115412038512,Bambu
SS-3-G131,Rhizophora mucronata,2024-04-06,2024-04-27,73,0.75,0.0134743926783132,0.983630665516862,Bambu
SS-3-G132,Rhizophora mucronata,2024-04-06,2024-04-27,34,0.77,0.0144020972100921,0.489671305143132,Bambu
SS-3-G133,Rhizophora mucronata,2024-04-06,2024-04-27,61,0.86,0.0190495747368542,1.16202405894811,Bambu
SS-3-G134,Rhizophora mucronata,2024-04-06,2024-04-27,72,0.67,0.010129160532065,0.729299558308677,Bambu
SS-3-G135,Rhizophora mucronata,2024-04-06,2024-04-27,54,0.64,0.00902068541166824,0.487117012230085,Bambu
SS-3-G136,Rhizophora mucronata,2024-04-06,2024-04-27,57,0.845,0.0182201386252902,1.03854790164154,Bambu
SS-3-G137,Rhizophora mucronata,2024-04-06,2024-04-27,28,0.94,0.0238571012040181,0.667998833712508,Bambu
SS-3-G138,Rhizophora mucronata,2024-04-06,2024-04-27,39,1.145,0.0392990529434188,1.53266306479333,Bambu
SS-3-G139,Rhizophora mucronata,2024-04-06,2024-04-27,51,1.175,0.0419565727933539,2.13978521246105,Bambu
SS-3-G140,Rhizophora mucronata,2024-04-06,2024-04-27,49,0.64,0.00902068541166824,0.442013585171744,Bambu
SS-3-G141,Rhizophora mucronata,2024-04-06,2024-04-27,47,0.97,0.0258307306579455,1.21404434092344,Bambu
SS-3-G142,Rhizophora mucronata,2024-04-06,2024-04-27,60,0.95,0.0245044480473945,1.47026688284367,Bambu
SS-3-G143,Rhizophora mucronata,2024-04-06,2024-04-27,58,1.1,0.0355081214562516,2.0594710444626,Bambu
SS-3-G144,Rhizophora mucronata,2024-04-06,2024-04-27,21,0.97,0.0258307306579455,0.542445343816855,Bambu
SS-3-G145,Rhizophora mucronata,2024-04-06,2024-04-27,35,0.83,0.0174129269057008,0.609452441699526,Bambu
SS-3-G146,Rhizophora mucronata,2024-04-06,2024-04-27,53,0.73,0.0125837777512435,0.666940220815908,Bambu
SS-3-G147,Rhizophora mucronata,2024-04-06,2024-04-27,53,1.03,0.0300664658249494,1.59352268872232,Bambu
SS-3-G148,Rhizophora mucronata,2024-04-06,2024-04-27,59,0.77,0.0144020972100921,0.849723735395434,Bambu
SS-3-G149,Rhizophora mucronata,2024-04-06,2024-04-27,39,0.8,0.015864334936755,0.618709062533443,Bambu
SS-3-G150,Rhizophora mucronata,2024-04-06,2024-04-27,39,0.78,0.0148800211355249,0.580320824285471,Bambu
SS-3-G151,Rhizophora mucronata,2024-04-06,2024-04-27,97,0.98,0.0265097831229234,2.57144896292357,Bambu
SS-3-G152,Rhizophora mucronata,2024-04-06,2024-04-27,44,0.7,0.0113162424730533,0.497914668814345,Bambu
SS-3-G153,Rhizophora mucronata,2024-04-06,2024-04-27,50,0.77,0.0144020972100921,0.720104860504605,Bambu
SS-3-G154,Rhizophora mucronata,2024-04-06,2024-04-27,43,0.87,0.0196149819309063,0.84344422302897,Bambu
SS-3-G155,Rhizophora mucronata,2024-04-06,2024-04-27,55,0.98,0.0265097831229234,1.45803807176079,Bambu
SS-3-G156,Rhizophora mucronata,2024-04-06,2024-04-27,76,0.75,0.0134743926783132,1.0240538435518,Bambu
SS-3-G157,Rhizophora mucronata,2024-04-06,2024-04-27,36,0.58,0.00703197028688834,0.25315093032798,Bambu
SS-3-G158,Rhizophora mucronata,2024-04-06,2024-04-27,22,0.97,0.0258307306579455,0.568276074474801,Bambu
SS-3-G159,Rhizophora mucronata,2024-04-06,2024-04-27,24,1.18,0.0424097470119185,1.01783392828604,Bambu
SS-3-G160,Rhizophora mucronata,2024-04-06,2024-04-27,56,0.815,0.0166277295995167,0.931152857572936,Bambu
SS-3-G161,Rhizophora mucronata,2024-04-06,2024-04-27,55,0.82,0.0168870290238133,0.928786596309733,Bambu
SS-3-G162,Rhizophora mucronata,2024-04-06,2024-04-27,55,1.06,0.0323316629247944,1.77824146086369,Bambu
SS-3-G163,Rhizophora mucronata,2024-04-06,2024-04-27,58,1.04,0.0308104862009348,1.78700819965422,Bambu
SS-3-G164,Rhizophora mucronata,2024-04-06,2024-04-27,53,0.81,0.0163708527062984,0.867655193433815,Bambu
SS-3-G165,Rhizophora mucronata,2024-04-06,2024-04-27,59,0.81,0.0163708527062984,0.965880309671605,Bambu
SS-3-G166,Rhizophora mucronata,2024-04-06,2024-04-27,53,0.73,0.0125837777512435,0.666940220815908,Bambu
SS-3-G167,Rhizophora mucronata,2024-04-06,2024-04-27,39,0.79,0.0153674123320432,0.599329080949685,Bambu
SS-3-G168,Rhizophora mucronata,2024-04-06,2024-04-27,48,0.76,0.0139335760309741,0.668811649486758,Bambu
SS-3-G169,Rhizophora mucronata,2024-04-06,2024-04-27,49,0.54,0.00586895008148482,0.287578553992756,Bambu
SS-3-G170,Rhizophora mucronata,2024-04-06,2024-04-27,70,0.635,0.00884345007246649,0.619041505072655,Bambu
SS-3-G171,Rhizophora mucronata,2024-04-06,2024-04-27,43,0.97,0.0258307306579455,1.11072141829166,Bambu
SS-3-G172,Rhizophora mucronata,2024-04-06,2024-04-27,41,0.855,0.0187706137667753,0.769595164437788,Bambu
SS-3-G173,Rhizophora mucronata,2024-04-06,2024-04-27,41,0.69,0.0109116996383204,0.447379685171135,Bambu
